name,team_name,league,registered_position,age,speed,acceleration,dribbling,ball_control,low_pass,finishing,defensive_awareness,physical_contact,stamina,kicking_power,heading,tight_possession
Ş. RADU,LAZIO,Serie A TIM,CB,34,77,74,74,76,79,64,86,82,83,83,80,75
D. OSPINA,NAPOLI,Serie A TIM,GK,32,63,61,53,60,66,40,62,77,61,84,60,60
A. SÁNCHEZ,LOMBARDIA NA,Serie A TIM,CF,32,82,86,86,86,79,77,47,73,82,85,68,85
DIEGO COSTA,MADRID ROSAS RB,Spanish League,CF,32,81,71,77,80,72,83,50,87,83,75,79,77
ASENJO,VILLARREAL A,Spanish League,GK,31,66,69,47,55,61,45,46,81,57,82,60,47
TAISON,SHAKHTAR DONETSK,Other European Leagues,LWF,32,83,87,88,86,82,75,47,62,77,81,60,86
O. GIROUD,CHELSEA B,English League,CF,34,64,64,70,82,78,80,49,91,76,82,92,81
CANALES,SEVILLA TRIANA VB,Spanish League,AMF,29,86,81,84,86,87,76,52,66,82,75,60,86
D. BLIND,AJAX,Eredivisie,CB,30,72,67,78,80,83,65,87,76,85,79,77,76
H. MKHITARYAN,ROMA,Serie A TIM,AMF,31,77,82,82,84,80,78,59,66,78,82,63,83
N. MATIĆ,MANCHESTER UNITED,English League,DMF,32,73,65,72,78,81,64,76,86,81,81,72,82
ANDER HERRERA,PSG,Ligue 1 Uber Eats,CMF,31,69,75,79,84,84,67,77,68,85,74,62,83
ALEX TEIXEIRA,JIANGSU SUNING,CFA Super League,CF,30,85,88,85,83,79,81,52,69,80,78,62,85
OSCAR,SHANGHAI SIPG,CFA Super League,AMF,29,77,82,83,83,80,77,64,62,82,81,60,83
E. ANDRADA,BOCA JUNIORS,Liga Profesional de Fútbol,GK,29,65,72,58,62,68,45,69,85,70,87,70,59
PAULINHO,GUANGZHOU EVERGRANDE,CFA Super League,CMF,32,75,70,76,82,78,75,70,82,88,80,83,79
J. CORONA,PORTO,Liga NOS,RB,27,79,85,88,83,80,71,65,63,84,72,66,82
B. LECOMTE,MONACO,Ligue 1 Uber Eats,GK,29,61,63,50,55,62,41,49,83,66,80,60,48
G. KONDOGBIA,VALENCIA BN,Spanish League,CMF,27,73,70,81,82,80,67,77,87,85,83,74,78
NETO,FC BARCELONA,Spanish League,GK,31,70,70,54,57,58,53,56,86,62,74,70,52
M. FERNANDES,CSKA MOSKVA,Tinkoff Russian Premier Liga,RB,30,83,77,76,78,77,64,78,76,85,78,81,77
FELIPE ANDERSON,WEST HAM RB,English League,LMF,27,88,92,85,83,80,74,50,64,76,82,62,86
JUAN BERNAT,PSG,Ligue 1 Uber Eats,LB,27,81,86,86,84,78,70,67,62,83,73,59,82
G. PEZZELLA,FIORENTINA,Serie A TIM,CB,29,74,73,69,71,76,60,85,85,82,77,85,68
L. DIGNE,EVERTON B,English League,LB,27,77,80,76,78,79,75,75,70,78,82,65,77
OXLADE-CHAMBERLAIN,LIVERPOOL R,English League,CMF,27,88,88,85,80,79,73,68,72,84,80,60,84
ÍÑIGO MARTÍNEZ,BILBAO BR,Spanish League,CB,29,72,69,64,73,76,60,85,82,81,83,82,65
L. PAREDES,PSG,Ligue 1 Uber Eats,DMF,26,72,76,76,82,85,67,65,69,80,85,62,85
J. DRAXLER,PSG,Ligue 1 Uber Eats,CMF,27,80,83,83,85,85,73,57,67,79,84,71,83
T. MEUNIER,Free Agents,Free Agent,RB,29,85,76,76,77,74,69,73,82,88,79,75,71
PACO ALCÁCER,VILLARREAL A,Spanish League,CF,27,78,81,70,80,69,83,60,69,82,83,82,80
F. KOSTIĆ,Free Agents,Free Agent,LMF,28,86,88,80,81,76,68,64,75,88,83,65,78
A. FLORENZI,ROMA,Serie A TIM,RB,29,81,83,79,78,80,70,76,66,85,80,64,76
A. RABIOT,JUVENTUS,Serie A TIM,CMF,25,73,75,80,85,82,71,78,80,83,81,75,78
W. BARRIOS,ZENIT,Tinkoff Russian Premier Liga,DMF,27,82,79,77,80,79,57,87,85,91,73,80,77
J. STONES,MANCHESTER B,English League,CB,26,77,72,75,80,82,59,85,80,82,76,78,77
JOÃO CANCELO,MANCHESTER B,English League,RB,26,88,85,83,82,78,62,66,65,86,74,60,80
D. BENEDETTO,OLYMPIQUE MARSEILLE,Ligue 1 Uber Eats,CF,30,80,82,78,78,73,82,45,76,77,86,79,77
FRED,MANCHESTER UNITED,English League,CMF,27,82,83,78,80,79,63,71,71,88,80,68,82
E. VIŠĆA,İSTANBUL BAŞAKŞEHİR,Süper Lig,RMF,30,88,90,84,82,74,80,51,61,86,83,60,79
GABRIEL,VALENCIA BN,Spanish League,CB,30,74,72,63,69,78,62,87,83,83,72,84,63
GABRIEL BARBOSA,FLAMENGO,BRASILEIRÃO ASSAÍ 2020,CF,24,80,83,83,83,75,84,48,72,78,80,75,82
W. ZAHA,CRYSTAL PALACE RB,English League,LWF,28,89,91,90,80,74,77,50,72,81,78,60,85
N. AKÉ,MANCHESTER B,English League,CB,25,81,78,72,79,75,58,83,82,82,76,75,75
M. SANSON,OLYMPIQUE MARSEILLE,Ligue 1 Uber Eats,CMF,26,77,78,81,83,85,74,72,71,82,79,63,80
G. RULLI,VILLARREAL A,Spanish League,GK,28,60,65,50,58,65,43,63,86,65,81,60,62
W. BENÍTEZ,NICE,Ligue 1 Uber Eats,GK,27,66,67,54,60,61,47,57,88,72,80,70,48
I. FERNÁNDEZ,RIVER PLATE,Liga Profesional de Fútbol,CMF,30,75,76,84,86,83,73,57,74,77,79,68,86
RAFA SILVA,BENFICA,Liga NOS,LWF,27,93,94,85,81,76,76,50,63,81,80,60,85
B. MENDY,MANCHESTER B,English League,LB,26,85,79,78,76,78,53,76,80,77,79,68,77
M. MAIGNAN,LILLE,Ligue 1 Uber Eats,GK,25,60,56,55,56,64,40,50,83,65,79,70,52
ADAMA TRAORÉ,WOLVERHAMPTON YB,English League,RWF,24,96,97,90,80,73,70,50,86,77,78,60,74
GAYÀ,VALENCIA BN,Spanish League,LB,25,85,87,82,80,78,63,71,66,85,71,62,77
A. DIALLO,PSG,Ligue 1 Uber Eats,CB,24,82,77,73,71,77,64,80,82,81,76,84,79
PAU LÓPEZ,ROMA,Serie A TIM,GK,26,56,52,54,62,64,49,55,76,70,78,60,56
EVERTON,BENFICA,Liga NOS,LWF,24,87,90,90,85,72,80,51,63,78,77,63,85
G. DE ARRASCAETA,FLAMENGO,BRASILEIRÃO ASSAÍ 2020,AMF,26,78,82,84,83,81,80,50,68,75,81,61,85
Q. PROMES,AJAX,Eredivisie,LWF,28,85,86,83,81,71,74,58,65,77,73,76,83
T. HAZARD,Free Agents,Free Agent,RWF,27,81,85,84,83,79,76,52,63,79,78,61,82
F. BERNARDESCHI,JUVENTUS,Serie A TIM,RWF,26,84,85,84,80,81,75,59,75,81,76,69,82
HECTOR BELLERÍN,ARSENAL,English League,RB,25,92,89,78,79,76,63,74,67,84,73,62,78
M. POLITANO,NAPOLI,Serie A TIM,RWF,27,83,85,83,84,78,78,48,61,79,80,62,82
T. LEMAR,MADRID ROSAS RB,Spanish League,LMF,25,81,85,85,84,80,73,62,65,83,80,64,80
ÁLEX GRIMALDO,BENFICA,Liga NOS,LB,25,87,87,83,81,79,67,66,64,87,82,60,85
MALCOM,ZENIT,Tinkoff Russian Premier Liga,RWF,23,83,88,84,85,82,73,42,65,77,83,62,85
R. GOSENS,ATALANTA,Serie A TIM,LMF,26,87,84,77,76,76,76,73,79,87,80,79,73
WILLIAMS,BILBAO BR,Spanish League,CF,26,94,88,80,80,78,80,50,79,83,80,72,75
C. WILSON,BOURNEMOUTH RB,English 2nd Division,CF,28,88,86,79,79,72,84,52,76,78,76,78,81
MIKEL MERINO,VASCO GIPUZKOA AB,Spanish League,CMF,24,70,71,81,84,84,66,72,80,85,76,72,82
N. BARELLA,LOMBARDIA NA,Serie A TIM,CMF,23,78,81,78,83,83,69,75,73,86,74,61,80
DANI CEBALLOS,ARSENAL,English League,CMF,24,69,75,83,88,85,68,64,67,78,77,64,87
S. BERGWIJN,TOTTENHAM WB,English League,LMF,23,84,88,87,84,77,76,56,81,78,80,65,82
J. PAVLENKA,Free Agents,Free Agent,GK,28,61,60,45,55,57,40,46,83,59,80,70,45
BRUNO HENRIQUE,FLAMENGO,BRASILEIRÃO ASSAÍ 2020,LWF,30,92,89,83,80,71,82,44,72,79,75,81,77
GONÇALO GUEDES,VALENCIA BN,Spanish League,LWF,24,88,88,85,83,78,76,54,70,75,85,62,73
V. LINDELÖF,MANCHESTER UNITED,English League,CB,26,78,76,72,76,76,52,85,81,79,73,82,79
M. GÓMEZ,VALENCIA BN,Spanish League,CF,24,74,71,76,77,75,82,55,86,79,82,87,72
B. CHILWELL,CHELSEA B,English League,LB,24,85,86,78,78,75,57,74,71,83,77,70,75
T. HERNÁNDEZ,MILANO RN,Serie A TIM,LB,23,93,92,78,75,72,73,65,78,82,84,76,68
RÚBEN DIAS,BENFICA,Liga NOS,CB,23,75,75,70,75,77,54,84,85,83,75,84,65
CARLOS SOLER,VALENCIA BN,Spanish League,LMF,23,81,79,82,85,82,73,60,68,83,78,64,81
A. GOLOVIN,MONACO,Ligue 1 Uber Eats,CMF,24,82,80,84,82,82,73,66,64,82,77,61,85
Ç. SÖYÜNCÜ,LEICESTER B,English League,CB,24,75,69,65,72,74,53,86,86,85,77,82,69
C. PULISIC,CHELSEA B,English League,LWF,22,88,90,86,83,75,74,51,65,81,76,62,82
J. TAH,BAYER LEVERKUSEN,Other European Leagues,CB,24,76,67,65,70,72,55,84,91,82,78,90,71
T. ABRAHAM,CHELSEA B,English League,CF,23,83,78,72,77,70,83,56,85,85,79,82,76
D. ZAKARIA,Free Agents,Free Agent,DMF,24,77,71,76,83,82,67,76,84,85,81,78,77
H. AOUAR,OLYMPIQUE LYONNAIS,Ligue 1 Uber Eats,CMF,22,78,82,85,87,85,75,67,65,78,72,63,88
RENAN LODI,MADRID ROSAS RB,Spanish League,LB,22,85,86,83,81,76,57,69,67,84,76,60,77
N. ZANIOLO,ROMA,Serie A TIM,AMF,21,82,87,83,83,79,77,65,83,83,83,71,80
L. KLOSTERMANN,Free Agents,Free Agent,CB,24,93,93,76,73,69,66,79,82,86,69,83,72
G. DI LORENZO,NAPOLI,Serie A TIM,RB,27,83,81,73,72,74,66,79,74,86,73,78,72
A. DAVIES,FC BAYERN MÜNCHEN,Other European Leagues,LB,20,96,94,81,76,70,64,70,74,83,72,63,75
K. DEMIRBAY,BAYER LEVERKUSEN,Other European Leagues,CMF,27,71,79,78,83,86,73,60,68,84,87,62,84
M. ARNAUTOVIĆ,SHANGHAI SIPG,AFC Champions League,CF,31,83,80,82,83,76,77,55,83,78,83,74,79
OSCAR,SHANGHAI SIPG,AFC Champions League,AMF,29,77,82,83,83,80,77,64,62,82,81,60,83
PAULINHO,GUANGZHOU EVERGRANDE,AFC Champions League,CMF,32,75,70,76,82,78,75,70,82,88,80,83,79
C. TEVEZ,BOCA JUNIORS,Liga Profesional de Fútbol,SS,36,75,78,80,81,77,81,46,75,75,84,70,83
NAVAS,SEVILLA NERVIÓN BR,Spanish League,RB,35,87,90,77,75,72,65,79,60,92,74,61,71
F. RIBÉRY,FIORENTINA,Serie A TIM,LWF,37,79,82,86,87,82,76,52,66,72,78,60,85
PEPE,PORTO,Liga NOS,CB,37,75,77,70,70,74,61,85,86,72,72,85,66
FILIPE LUÍS,FLAMENGO,BRASILEIRÃO ASSAÍ 2020,LB,35,78,77,78,81,77,59,80,71,80,75,69,79
HULK,SHANGHAI SIPG,CFA Super League,RWF,34,80,78,81,80,76,80,50,90,79,95,64,77
J. SOSA,FENERBAHÇE,Süper Lig,CMF,35,70,73,80,85,82,71,61,65,81,82,69,87
FERNANDO,SEVILLA NERVIÓN BR,Spanish League,DMF,33,71,69,64,78,83,62,81,85,84,76,75,76
DIEGO ALVES,FLAMENGO,BRASILEIRÃO ASSAÍ 2020,GK,35,58,52,52,55,55,40,53,82,60,81,67,48
M. SISSOKO,TOTTENHAM WB,English League,CMF,31,85,79,78,78,77,64,65,90,91,86,74,73
S. FEGHOULI,GALATASARAY,Süper Lig,RWF,31,82,87,85,83,79,75,50,63,77,81,71,84
M. SUÁREZ,RIVER PLATE,Liga Profesional de Fútbol,CF,32,78,76,83,85,78,81,51,76,75,80,68,80
S. EL SHAARAWY,SHANGHAI SHENHUA,CFA Super League,LWF,28,84,84,82,82,74,81,51,66,76,80,65,81
F. CAPUTO,SASSUOLO,Serie A TIM,CF,33,80,78,76,78,69,84,50,80,80,82,83,76
T. DELANEY,Free Agents,Free Agent,CMF,29,72,72,72,80,82,70,78,76,89,76,77,75
A. LJAJIĆ,BEŞİKTAŞ,Süper Lig,AMF,29,76,83,85,84,82,76,50,72,74,84,62,84
F. COQUELIN,VILLARREAL A,Spanish League,DMF,29,75,77,76,74,77,62,83,79,83,75,64,72
L. KOSCIELNY,BORDEAUX,Ligue 1 Uber Eats,CB,35,74,70,68,74,77,54,87,83,78,65,85,66
S. KHEDIRA,JUVENTUS,Serie A TIM,CMF,33,74,70,78,81,84,72,75,83,77,81,77,75
M. PERIN,GENOA,Serie A TIM,GK,28,66,66,56,58,61,50,50,81,66,78,70,52
N. OTAMENDI,MANCHESTER B,English League,CB,32,75,69,69,69,77,56,81,83,80,75,84,66
Y. RAKITSKIY,ZENIT,Tinkoff Russian Premier Liga,CB,31,75,71,73,77,79,64,84,82,81,84,77,70
R. CABELLA,KRASNODAR,Tinkoff Russian Premier Liga,AMF,30,80,85,85,85,79,75,53,60,79,75,62,86
E. SALVIO,BOCA JUNIORS,Liga Profesional de Fútbol,RWF,30,86,87,86,83,77,76,44,71,78,80,66,83
J. MATIP,LIVERPOOL R,English League,CB,29,73,65,69,73,80,56,86,90,76,78,86,74
E. PÉREZ,RIVER PLATE,Liga Profesional de Fútbol,DMF,34,71,75,76,80,81,66,75,77,80,75,64,81
A. AREOLA,Free Agents,Free Agent,GK,27,63,65,52,55,60,40,51,85,58,83,70,50
ILLARRAMENDI,VASCO GIPUZKOA AB,Spanish League,DMF,30,67,71,77,83,82,69,73,65,79,73,61,78
BARTRA,SEVILLA TRIANA VB,Spanish League,CB,29,78,81,70,81,78,66,84,74,83,71,82,69
NACHO,MADRID CHAMARTIN B,Spanish League,CB,30,82,76,75,76,74,55,82,82,84,75,79,71
JOÃO PEDRO,CAGLIARI,Serie A TIM,SS,28,77,78,82,83,77,80,52,76,83,78,78,80
S. SANÉ,SCHALKE 04,Other European Leagues,CB,30,73,63,66,70,74,64,82,90,78,82,88,73
MARCOS ALONSO,CHELSEA B,English League,LB,30,77,73,77,80,80,74,70,75,85,82,79,70
L. BENDER,BAYER LEVERKUSEN,Other European Leagues,RB,31,72,71,67,74,81,66,83,84,87,81,83,74
ISMAILY,SHAKHTAR DONETSK,Other European Leagues,LB,30,84,86,80,78,78,65,66,76,88,78,61,75
B. ANDRÉ,LILLE,Ligue 1 Uber Eats,CMF,30,77,76,76,79,79,64,76,78,87,74,81,77
G. KRYCHOWIAK,LOKOMOTIV MOSKVA,Tinkoff Russian Premier Liga,DMF,30,77,67,71,75,81,70,79,83,79,85,83,72
K. ZOUMA,CHELSEA B,English League,CB,26,80,73,65,68,70,56,83,87,77,78,79,65
CAMPAÑA,LEVANTE RA,Spanish League,CMF,27,70,69,78,87,87,61,65,67,82,76,61,83
S. HALLER,WEST HAM RB,English League,CF,26,80,72,71,79,71,82,45,89,78,82,86,80
T. VACLÍK,SEVILLA NERVIÓN BR,Spanish League,GK,31,62,59,45,58,59,40,73,81,75,81,68,48
V. CUESTA,INTERNACIONAL,BRASILEIRÃO ASSAÍ 2020,CB,32,75,76,76,76,77,64,83,79,77,72,82,71
F. ARMANI,RIVER PLATE,Liga Profesional de Fútbol,GK,34,65,70,55,58,67,46,72,87,65,86,60,54
M. VECINO,LOMBARDIA NA,Serie A TIM,CMF,29,75,72,80,83,81,70,78,80,83,81,84,75
RODRIGO CAIO,FLAMENGO,BRASILEIRÃO ASSAÍ 2020,CB,27,75,77,69,76,78,61,83,79,78,71,85,68
ÉVERTON RIBEIRO,FLAMENGO,BRASILEIRÃO ASSAÍ 2020,RMF,31,75,81,86,86,85,75,57,65,76,79,62,85
M. DE ROON,ATALANTA,Serie A TIM,CMF,29,75,73,73,78,81,66,83,84,89,79,76,78
ANDRÉ GOMES,EVERTON B,English League,CMF,27,72,70,82,80,83,73,72,79,77,81,70,79
Y. CARRASCO,Free Agents,Free Agent,LMF,27,86,87,86,83,78,77,47,66,76,84,61,78
J. VERETOUT,ROMA,Serie A TIM,CMF,27,76,77,78,79,84,70,72,74,83,83,66,78
GERARD MORENO,VILLARREAL A,Spanish League,CF,28,74,75,76,83,77,84,51,76,82,75,82,75
E. PULGAR,FIORENTINA,Serie A TIM,DMF,26,76,75,76,77,79,68,73,78,82,78,68,77
D. BERARDI,SASSUOLO,Serie A TIM,RWF,26,81,82,81,84,76,80,49,65,77,82,64,82
VITOLO,MADRID ROSAS RB,Spanish League,LMF,31,82,80,83,83,78,74,64,81,87,79,68,80
EMERSON,CHELSEA B,English League,LB,26,83,84,80,83,75,63,65,65,82,81,71,81
H. HERRERA,MADRID ROSAS RB,Spanish League,CMF,30,77,76,79,80,81,73,79,77,89,84,64,71
L. ALARIO,BAYER LEVERKUSEN,Other European Leagues,CF,28,78,72,74,80,75,83,50,80,76,82,85,78
LUCAS PÉREZ,ÁLAVA AB,Spanish League,CF,32,79,78,81,83,75,83,53,72,76,81,67,78
N. MAKSIMOVIĆ,NAPOLI,Serie A TIM,CB,29,71,68,66,69,72,63,85,89,79,72,88,67
A. SAINT-MAXIMIN,NEWCASTLE WB,English League,LMF,23,91,95,87,82,70,69,45,75,78,82,62,81
WILLIAM CARVALHO,SEVILLA TRIANA VB,Spanish League,DMF,28,65,59,80,82,83,60,78,88,81,71,73,82
S. AZMOUN,ZENIT,Tinkoff Russian Premier Liga,CF,25,86,85,79,80,74,79,42,82,77,80,85,80
AITOR FERNÁNDEZ,LEVANTE RA,Spanish League,GK,29,66,68,56,59,64,52,64,79,61,77,61,53
TALISCA,GUANGZHOU EVERGRANDE,CFA Super League,AMF,26,82,80,82,82,75,76,54,72,78,85,71,80
S. BENDER,BAYER LEVERKUSEN,Other European Leagues,CB,31,72,67,58,70,79,54,85,85,87,78,82,72
YURI,BILBAO BR,Spanish League,LB,30,79,82,73,74,72,66,75,81,84,81,73,69
GABRIEL PIRES,BENFICA,Liga NOS,CMF,27,71,70,80,80,80,61,72,82,82,84,81,82
A. IZZO,TORINO,Serie A TIM,CB,28,76,76,70,73,73,63,85,81,80,71,83,66
W. CYPRIEN,NICE,Ligue 1 Uber Eats,CMF,25,76,78,77,80,80,75,73,74,83,82,70,78
L. SPINAZZOLA,ROMA,Serie A TIM,LB,27,82,84,80,79,75,64,75,74,85,77,65,79
N. KEÏTA,LIVERPOOL R,English League,CMF,25,80,83,79,81,79,69,68,70,85,75,60,81
H. ÇALHANOĞLU,MILANO RN,Serie A TIM,LWF,26,76,78,83,85,81,73,60,66,76,86,64,83
J. GREALISH,ASTON RB,English League,LWF,25,78,82,83,84,85,73,53,65,84,72,62,85
D. INGS,SOUTHAMPTON RW,English League,CF,28,84,84,80,78,71,83,48,71,80,80,76,78
E. FORSBERG,Free Agents,Free Agent,LWF,29,70,80,83,86,85,74,53,65,73,77,64,87
T. SAVANIER,MONTPELLIER,Ligue 1 Uber Eats,CMF,29,71,77,80,82,85,76,61,66,80,85,61,81
MARLOS,SHAKHTAR DONETSK,Other European Leagues,RWF,32,79,85,87,88,83,73,52,65,76,80,60,85
LLORENTE,MADRID ROSAS RB,Spanish League,DMF,25,73,75,74,79,82,64,81,79,83,72,60,80
W. WEGHORST,Free Agents,Free Agent,CF,28,73,69,70,77,68,82,59,90,78,85,86,68
J. DENAYER,OLYMPIQUE LYONNAIS,Ligue 1 Uber Eats,CB,25,81,79,71,75,76,52,85,83,79,69,81,73
M. ACUÑA,SPORTING CP,Liga NOS,LMF,29,80,81,82,80,79,65,69,81,85,81,60,77
A. CHRISTENSEN,CHELSEA B,English League,CB,24,75,71,72,74,77,55,86,78,77,74,81,72
V. RONGIER,OLYMPIQUE MARSEILLE,Ligue 1 Uber Eats,CMF,26,74,76,80,81,81,67,75,70,86,70,64,83
GERSON,FLAMENGO,BRASILEIRÃO ASSAÍ 2020,CMF,23,78,79,80,82,81,67,65,78,81,75,67,75
F. FABRA,BOCA JUNIORS,Liga Profesional de Fútbol,LB,29,86,85,80,79,75,69,66,75,85,78,63,75
D. ALLI,TOTTENHAM WB,English League,AMF,24,77,73,80,82,79,78,62,72,86,78,79,85
M. DÚBRAVKA,NEWCASTLE WB,English League,GK,31,61,65,44,55,55,40,46,76,56,77,60,49
R. ZOBNIN,SPARTAK MOSKVA,Tinkoff Russian Premier Liga,CMF,26,83,80,80,81,82,57,86,83,87,75,77,77
GELSON MARTINS,MONACO,Ligue 1 Uber Eats,RWF,25,90,92,86,81,73,69,52,61,80,73,60,87
ALEKSEY MIRANCHUK,ATALANTA,Serie A TIM,AMF,25,83,77,83,81,81,72,56,74,78,83,71,79
G. LO CELSO,TOTTENHAM WB,English League,CMF,24,78,82,85,85,83,78,60,64,79,77,60,80
JÚNIOR MORAES,SHAKHTAR DONETSK,Other European Leagues,CF,33,73,83,79,81,74,84,51,69,77,80,75,78
M. RASHICA,Free Agents,Free Agent,RWF,24,84,89,85,82,77,76,57,64,76,75,63,83
D. RICE,WEST HAM RB,English League,DMF,21,72,67,71,77,81,60,81,85,85,75,77,80
O. ÉDOUARD,CELTIC,Scottish Premiership,CF,22,78,76,76,77,72,84,48,83,72,80,81,73
M. AKANJI,Free Agents,Free Agent,CB,25,80,73,66,73,76,59,78,86,78,72,85,70
N. ELVEDI,Free Agents,Free Agent,CB,24,85,79,70,72,74,61,78,84,86,73,84,64
S. SENSI,LOMBARDIA NA,Serie A TIM,CMF,25,71,76,80,83,83,72,68,67,83,75,61,80
HERMOSO,MADRID ROSAS RB,Spanish League,CB,25,85,80,66,74,74,61,79,77,80,72,80,71
RAPHINHA,RENNES,Ligue 1 Uber Eats,RWF,24,87,88,82,81,76,73,50,66,81,80,62,84
R. FREULER,ATALANTA,Serie A TIM,CMF,28,77,79,75,78,82,67,82,79,90,80,72,75
D. HENDERSON,Free Agents,Free Agent,GK,23,64,68,44,58,64,42,46,78,64,78,71,50
L. JOVIĆ,MADRID CHAMARTIN B,Spanish League,CF,23,83,78,75,80,73,82,50,77,80,76,83,78
D. DUMFRIES,PSV,Eredivisie,RB,24,84,81,74,72,75,69,68,83,84,77,85,71
H. LOZANO,NAPOLI,Serie A TIM,LWF,25,88,88,85,84,74,79,52,65,76,77,64,80
H. VANAKEN,CLUB BRUGGE,Jupiler Pro League,CMF,28,71,67,80,85,85,79,62,78,83,79,72,77
T. KEHRER,PSG,Ligue 1 Uber Eats,CB,24,82,79,74,72,76,62,79,82,84,72,82,73
A. HARIT,SCHALKE 04,Other European Leagues,AMF,23,80,87,85,83,84,74,50,62,84,77,60,86
DAVID NERES,AJAX,Eredivisie,RWF,23,85,87,86,82,76,78,56,65,76,76,61,84
LUIZ FELIPE,LAZIO,Serie A TIM,CB,23,79,77,70,75,77,59,85,84,82,77,80,74
S. LOBOTKA,NAPOLI,Serie A TIM,DMF,26,71,79,78,82,84,60,71,60,85,64,60,80
G. DZHIKIYA,SPARTAK MOSKVA,Tinkoff Russian Premier Liga,CB,27,79,78,66,73,75,53,86,86,80,76,84,69
D. DEMME,NAPOLI,Serie A TIM,DMF,29,75,79,72,81,80,68,77,77,84,73,66,76
FERRAN TORRES,MANCHESTER B,English League,RMF,20,86,83,85,83,77,74,54,68,82,78,67,82
VINÍCIUS JÚNIOR,MADRID CHAMARTIN B,Spanish League,LWF,20,86,91,92,84,78,65,46,60,80,71,63,86
BRUNO GUIMARÃES,OLYMPIQUE LYONNAIS,Ligue 1 Uber Eats,CMF,23,77,79,79,82,84,66,74,75,82,76,71,76
L. MARTÍNEZ,AJAX,Eredivisie,DMF,22,76,80,75,76,78,63,79,75,81,72,76,80
M. MOUNT,CHELSEA B,English League,AMF,21,75,81,82,82,79,74,54,70,82,80,62,83
N. VLAŠIĆ,CSKA MOSKVA,Tinkoff Russian Premier Liga,AMF,23,80,82,83,81,80,73,59,70,80,84,69,80
RODRYGO,MADRID CHAMARTIN B,Spanish League,RWF,19,86,87,85,82,75,75,47,62,78,77,65,83
Y. ATAL,NICE,Ligue 1 Uber Eats,RB,24,90,90,86,81,71,72,69,66,82,67,64,80
GABI,AL SADD,AFC Champions League,DMF,37,68,65,73,80,84,68,77,71,77,80,66,76
HULK,SHANGHAI SIPG,AFC Champions League,RWF,34,80,78,81,80,76,80,50,90,79,95,64,77
S. GIOVINCO,AL HILAL,AFC Champions League,SS,33,77,80,84,85,78,82,43,66,76,79,62,84
S. EL SHAARAWY,SHANGHAI SHENHUA,AFC Champions League,LWF,28,84,84,82,82,74,81,51,66,76,80,65,81
TALISCA,GUANGZHOU EVERGRANDE,AFC Champions League,AMF,26,82,80,82,82,75,76,54,72,78,85,71,80
GIULIANO,AL NASSR,AFC Champions League,AMF,30,80,85,81,83,83,78,54,73,79,78,66,84
G. BUFFON,JUVENTUS,Serie A TIM,GK,42,54,50,51,60,60,40,54,85,60,78,70,49
JOAQUÍN,SEVILLA TRIANA VB,Spanish League,RMF,39,78,76,87,85,82,74,53,66,74,75,67,85
A. ROBBEN,GRONINGEN,Eredivisie,RWF,36,78,80,88,80,77,82,50,70,72,82,61,84
J. MILNER,LIVERPOOL R,English League,CMF,34,70,72,75,78,79,66,74,75,89,82,65,83
B. COSTIL,BORDEAUX,Ligue 1 Uber Eats,GK,33,58,63,51,56,60,40,52,81,61,78,60,52
P. GUERRERO,INTERNACIONAL,BRASILEIRÃO ASSAÍ 2020,CF,36,74,72,75,82,73,80,54,81,75,80,86,77
RAÚL GARCÍA,BILBAO BR,Spanish League,AMF,34,76,79,74,81,77,79,53,83,80,79,82,79
K. GAMEIRO,VALENCIA BN,Spanish League,CF,33,85,85,79,80,76,78,56,72,79,83,71,75
M. HAMŠÍK,DALIAN PRO,CFA Super League,CMF,33,70,70,80,82,85,76,58,73,81,81,76,80
A. GUARDADO,SEVILLA TRIANA VB,Spanish League,CMF,34,75,77,71,81,88,65,65,62,81,77,56,76
JOSÉ FONTE,LILLE,Ligue 1 Uber Eats,CB,37,67,66,69,74,76,53,85,83,77,65,86,66
R. VORMER,CLUB BRUGGE,Jupiler Pro League,CMF,32,71,67,71,81,84,73,71,77,85,82,67,78
NACHO MONREAL,VASCO GIPUZKOA AB,Spanish League,LB,34,73,75,71,75,75,63,83,72,82,73,81,72
V. ĆORLUKA,LOKOMOTIV MOSKVA,Tinkoff Russian Premier Liga,CB,34,73,67,67,75,77,56,87,83,76,77,83,63
SOKRATIS,ARSENAL,English League,CB,32,79,70,64,67,73,55,80,86,80,77,81,67
D. CRISCITO,GENOA,Serie A TIM,LB,34,77,75,72,73,76,70,80,70,84,77,69,72
MATA,MANCHESTER UNITED,English League,AMF,32,70,76,86,89,84,73,47,64,75,73,60,84
CÁSSIO,CORINTHIANS,BRASILEIRÃO ASSAÍ 2020,GK,33,62,69,50,56,61,40,62,86,61,80,70,59
M. MUSACCHIO,MILANO RN,Serie A TIM,CB,30,77,76,69,76,77,60,85,79,77,73,82,74
A. CANDREVA,LOMBARDIA NA,Serie A TIM,RMF,33,79,77,80,82,78,75,63,75,83,85,63,78
IBORRA,VILLARREAL A,Spanish League,CMF,32,67,65,69,78,83,69,78,90,83,85,83,75
Y. M'VILA,SAINT-ÉTIENNE,Ligue 1 Uber Eats,DMF,30,73,75,72,79,82,61,82,81,82,73,66,74
K. ASAMOAH,LOMBARDIA NA,Serie A TIM,LB,32,79,76,80,81,79,60,76,72,72,80,66,79
