Rndrng_Prvdr_First_Name,Rndrng_Prvdr_Last_Org_Name,Rndrng_Prvdr_Type,Tot_Benes,Bene_Avg_Age
shyleen,hall,family practice,23,72
karolina,dossantos,certified registered nurse anesthetist (crna),30,73
ashley,patterson,nurse practitioner,23,70
sean,dowdy,obstetrics & gynecology,23,70
emilio,vazquez,family practice,38,72
rosemund,acquah,anesthesiology,18,69
pedro,soler,plastic and reconstructive surgery,18,72
kirsten,posselt,nurse practitioner,19,74
margaret,geoghegan,certified registered nurse anesthetist (crna),36,73
arthur,fine,general surgery,26,76
nicholas,kambourakis,chiropractic,43,73
alex,mcminn,chiropractic,32,76
sarah,jordan,obstetrics & gynecology,31,69
gail,brynien,optometry,27,73
jeanmarie,texier,obstetrics & gynecology,38,72
rashida,randeree,obstetrics & gynecology,39,67
melissa,rockefeller,emergency medicine,24,62
darren,carpizo,surgical oncology,27,74
timothy,browne,plastic and reconstructive surgery,18,70
thomas,culwell,physician assistant,18,64
warner,hettick,chiropractic,22,67
pamela,garcia-neveu,occupational therapist in private practice,43,75
erin,bordley,physician assistant,22,69
monika,o'toole,certified registered nurse anesthetist (crna),20,71
kelsey,mckee,plastic and reconstructive surgery,27,70
david,pagnanelli,podiatry,24,74
sara,wajek,physician assistant,24,74
rebecca,sharpe,certified registered nurse anesthetist (crna),17,74
sabina,rebis,family practice,12,74
alexandra,duckworth,emergency medicine,20,71
eric,gaier,ophthalmology,23,69
ashley,bean,physician assistant,17,73
andrea,bouwhuis,anesthesiology,31,69
sonia,parker,nurse practitioner,38,71
jennifer,young,nurse practitioner,17,77
alex,lengyel,occupational therapist in private practice,30,74
tatsiana,vyshynskaya,nurse practitioner,16,67
kathryn,rankin,physician assistant,43,71
mara,trudgen,certified registered nurse anesthetist (crna),22,68
jacob,paust,physical therapist in private practice,44,72
katie,harris,physician assistant,31,68
anna,jakubek,nurse practitioner,21,72
natalia,bissing,physical therapist in private practice,16,68
almir,agic,physician assistant,31,69
jennifer,reeder,occupational therapist in private practice,33,71
elvin,yeo,obstetrics & gynecology,48,69
gary,price,plastic and reconstructive surgery,26,73
janice,doot,optometry,27,73
terri,lechner,chiropractic,37,70
maria,maarouf,anesthesiology,32,75
sabah,akbar,optometry,34,72
ovidiu,popa,obstetrics & gynecology,16,70
matthew,gallagher,chiropractic,28,74
raymond,de felice,chiropractic,32,74
lianne,deserres,otolaryngology,20,69
christa,williams,family practice,46,69
david,hudak,physical therapist in private practice,32,73
javier,suarez,chiropractic,26,71
c.,mandell,chiropractic,30,70
susan,chobanian,otolaryngology,19,71
katherine,bobotis,physician assistant,31,68
lisa,lanzara-bazzani,chiropractic,42,69
ivan,ip,internal medicine,21,79
anthony,schupp,physical therapist in private practice,23,76
jessica,cunningham,obstetrics & gynecology,45,67
benjamin,kuznia,physical therapist in private practice,32,73
megan,young,optometry,25,71
lindsay,veazey,obstetrics & gynecology,38,69
melanie,reeves,certified clinical nurse specialist,26,73
jonathan,snow,certified registered nurse anesthetist (crna),18,76
kristin,seeger,nurse practitioner,15,70
colleen,setzenfand,nurse practitioner,16,68
shariska,harrington,gynecological oncology,16,69
caitlin,long,physician assistant,17,69
kristen,carey,physician assistant,13,72
gina,wagner,physical therapist in private practice,37,70
hommat,hommadov,anesthesiology,20,67
olivia,gordon,nurse practitioner,13,72
kamran,ahmed,ophthalmology,41,71
tammy,wong,physician assistant,23,66
candy,whitinger,nurse practitioner,37,70
kristin,meigh,emergency medicine,16,71
deniese,brown,nurse practitioner,22,73
mary,trifiro,speech language pathologist,22,65
ashley,maxam,physician assistant,28,75
rebecca,wilson,nurse practitioner,24,78
ellen,johnson,physical therapist in private practice,34,74
lina,moore,physician assistant,22,59
brittany,mendiola,nurse practitioner,15,74
sophia,cipriano,physician assistant,14,77
concepter,gekonge,nurse practitioner,19,77
maria,chrzastowska,physician assistant,27,71
anthony,cho,chiropractic,28,75
john,galgiani,infectious disease,33,72
ross,sanfilippo,maxillofacial surgery,15,73
michael,brown,chiropractic,48,72
harvey,moore,general surgery,29,69
robert,king,ophthalmology,33,72
tim,treanor,chiropractic,28,72
lisa,kernic,internal medicine,19,73
elizabeth,ottney,family practice,26,74
cornelia,atherton,anesthesiology,24,65
richard,westbrook,chiropractic,41,74
courtney,nascimento,nurse practitioner,33,69
john,cherveny,chiropractic,47,68
inconnu,health medical ambulance inc,ambulance service provider,15,77
yesenia,lee,physician assistant,14,72
gregory,char,optometry,35,77
david,rapkin,obstetrics & gynecology,21,71
airiauna,reid,anesthesiology,26,72
david,kendrick,physician assistant,16,71
kory,gill,family practice,26,78
christina,smarik snyder,family practice,21,67
ryan,empey,obstetrics & gynecology,20,67
erica,iacobucci,physician assistant,23,70
shelley,trinh,physician assistant,26,62
chetna,patel,physician assistant,16,74
stephen,balevic,pediatric medicine,23,69
justin,mitchell,orthopedic surgery,31,70
christina,bertoli,nurse practitioner,22,72
jill,rotruck,ophthalmology,16,68
todd,ray,nurse practitioner,16,71
buck,bania,family practice,22,80
tuesday,hennessy,optometry,44,70
rita,malhotra,general practice,23,72
alanna,fostyk,hospitalist,27,72
meghan,lottes,physical therapist in private practice,20,70
brian,giddinge,physician assistant,13,75
siobhan,smith,emergency medicine,24,70
adam,howell,chiropractic,37,71
richard,luong,occupational therapist in private practice,39,74
zachary,stelmack,chiropractic,25,76
colleen,connor,certified registered nurse anesthetist (crna),41,73
kerri,tiller,physical therapist in private practice,34,69
brian,walkowski,general surgery,38,71
jennifer,jones,certified registered nurse anesthetist (crna),21,73
jordan,bossmann,physical therapist in private practice,40,74
norman,aiad,cardiology,15,69
madasyn,howard,physical therapist in private practice,24,66
ayesha,arif,anesthesiology,23,73
heather,rarick,nurse practitioner,19,73
jeremy,rudkin,chiropractic,36,74
summer,bunch,nurse practitioner,21,59
isabella,oldenburg,physician assistant,14,77
ashton,getchell,physician assistant,25,72
ashleigh,fortschneider,physician assistant,27,73
dennis,shea,physician assistant,19,68
inconnu,cal-ore life flight llc,ambulance service provider,16,74
cinira,layton,physician assistant,14,69
stephanie,jackson,nurse practitioner,18,72
kathryn,gorenflo,nurse practitioner,18,64
nailah,newkirk,anesthesiology assistant,17,65
colleen,fay,physician assistant,28,74
nelli,galoyan,ophthalmology,23,69
nicholas,dean,occupational therapist in private practice,24,73
sara,binegar,physical therapist in private practice,45,74
corey,dedmon,nurse practitioner,18,74
angela,alexander,nurse practitioner,17,78
rohit,patel,internal medicine,19,75
michael,goulding,chiropractic,21,66
william,sisson,chiropractic,38,74
stephen,seink,sleep medicine,24,73
anandkumar,koyani,internal medicine,20,68
richard,harlan,obstetrics & gynecology,24,71
patrick,bell,general surgery,17,74
george,langlitz,chiropractic,38,70
william,stone,neurology,22,71
carmela,seymour,obstetrics & gynecology,18,70
william,regan,psychiatry,12,60
oluwaseun,cole,obstetrics & gynecology,28,66
gaurav,saxena,physical therapist in private practice,25,66
frank,lau,plastic and reconstructive surgery,25,62
inconnu,"bioserenity dt, inc.",independent diagnostic testing facility (idtf),21,68
devn,brown,physical therapist in private practice,26,69
victoria,sanchez,audiologist,41,73
ashley,schulten,certified registered nurse anesthetist (crna),16,74
cynthia,parrish,speech language pathologist,17,64
tryphena,lewis,nurse practitioner,23,69
emily,zygmunt,physician assistant,16,68
melanie,hodge,anesthesiology,40,70
jessica,au,nurse practitioner,40,70
muhammad,khan,emergency medicine,23,67
nilay,sethi,medical oncology,17,74
sarah,krantz,obstetrics & gynecology,22,66
rebecca,kim,undefined physician type,14,69
salma,shaker,obstetrics & gynecology,21,65
alexander,goldner,physician assistant,35,72
alison,rodriguez,obstetrics & gynecology,30,62
jennifer,gullo,licensed clinical social worker,12,63
geremy,mcgee,certified registered nurse anesthetist (crna),24,73
miranda,aldamuy,physician assistant,14,77
linda,odness,speech language pathologist,15,71
juvi,lindsey,nurse practitioner,14,73
alexandra,crosswhite,physician assistant,35,72
megan,spoltman,nurse practitioner,15,70
morgan,bailey,pulmonary disease,21,70
lester,barrouk,nurse practitioner,19,74
kathryn,ballentine,physical therapist in private practice,24,72
kelly,rawe,nurse practitioner,16,66
brittany,wiseman,physician assistant,18,68
allison,santho,physician assistant,22,75
kate,markey,hematology-oncology,22,67
kimberly,jay,physician assistant,30,71
jason,boyce,chiropractic,34,71
kristen,shepherd,nurse practitioner,27,63
rachael,stabbert,physical therapist in private practice,43,71
craig,sherwood,anesthesiology assistant,15,74
michelle,dufrene,nurse practitioner,37,70
robert,gibson,physical therapist in private practice,20,73
emily,anderson,physician assistant,32,67
kenneth,paticoff,oral surgery (dentist only),33,72
michael,wong,obstetrics & gynecology,22,71
gerald,gleich,allergy/ immunology,18,72
carrie,malfatto,certified registered nurse anesthetist (crna),54,67
rossano,wlodawsky,maxillofacial surgery,28,72
william,bryson,chiropractic,33,70
vijay,patel,chiropractic,43,73
tiffeny,carroll,obstetrics & gynecology,37,67
anthony,haralabatos,nurse practitioner,22,69
roderick,chapman,chiropractic,24,75
jason,white,certified registered nurse anesthetist (crna),29,74
angelo,donatelli,certified registered nurse anesthetist (crna),21,72
gerald,gould,chiropractic,40,74
trecia,narcelles,nurse practitioner,21,75
rick,behar,chiropractic,26,74
melissa,danchak,audiologist,30,74
julie,dejong,obstetrics & gynecology,39,67
denise,beaumont,certified registered nurse anesthetist (crna),23,68
karissa,tryska,obstetrics & gynecology,31,59
brian,ngo,anesthesiology,34,70
michael,leither,physical therapist in private practice,22,62
alura,barsun,nurse practitioner,17,67
rodene ivan,cortes,physical therapist in private practice,18,79
sourav,das,family practice,18,72
patrick,cimino,pathology,24,72
jonathan,hoops,chiropractic,44,72
clemens,ortner,anesthesiology,28,71
stephanie,slone,physician assistant,17,73
wesley,benn,nurse practitioner,24,75
eric,stokes,physical therapist in private practice,57,72
marilyn,jay,nurse practitioner,14,70
devin,smith,emergency medicine,19,65
ava,franke,physical therapist in private practice,19,69
adrienne,friemel,physical therapist in private practice,25,73
daniel,reid,oral surgery (dentist only),27,73
rhea,temmermand,certified registered nurse anesthetist (crna),19,75
sarah,cohen,physical therapist in private practice,15,72
christina,waters,physician assistant,21,72
alyssa,cobb weyand,physician assistant,36,71
maia,czarnecki,physician assistant,14,68
christopher,cano,neurology,25,72
harriett,hadi,certified registered nurse anesthetist (crna),36,69
joshua,randles,physician assistant,20,70
kristen,sena,physician assistant,33,69
bradley,sifrig,ophthalmology,32,74
adrienne,wiggins-metcalf,obstetrics & gynecology,44,61
jenna,schiller,physician assistant,34,67
nancy,wilson westmark,dentist,37,69
garrett,caldwell,nurse practitioner,24,73
scott,canepa,internal medicine,17,70
thomas,robinson,occupational therapist in private practice,22,69
lisa,gesterling,certified nurse midwife,26,61
abigail,tangney,physician assistant,26,74
leslie,pahl,physician assistant,29,76
mckenzie,grace,physician assistant,22,71
whitney,nicholas,speech language pathologist,27,73
michael,lentz,chiropractic,43,71
sarah,heitman,nurse practitioner,20,71
laurel,gueth,physical therapist in private practice,21,75
reagan,tapley,physical therapist in private practice,34,72
diane,lee,nurse practitioner,14,77
kimberly,thames,physician assistant,27,73
heather,johnston,certified registered nurse anesthetist (crna),19,72
shilun,li,gastroenterology,25,70
richard,marrotte,optometry,28,72
lyle,van hemert,chiropractic,25,74
john,arrowood,otolaryngology,25,73
tania,shaw,emergency medicine,24,74
crystal,dickerson,family practice,30,73
charles,mclaughlin,family practice,24,77
paul,rubin,chiropractic,24,68
james,bohmer,obstetrics & gynecology,31,73
laura,devlin,certified registered nurse anesthetist (crna),18,74
rashida,n'gouamba,obstetrics & gynecology,20,73
enn,meister,chiropractic,31,70
david,tran,medical oncology,28,64
jessica,wolf,certified registered nurse anesthetist (crna),28,68
steven,gough,obstetrics & gynecology,39,69
dennis,troilo,chiropractic,35,68
john,zehr,family practice,21,72
rachel,mckinzie,anesthesiology,33,69
jennifer,o'toole,pediatric medicine,18,68
patricia,brunett-wolpert,nurse practitioner,12,72
shawn,carey,physical therapist in private practice,35,71
rhonda,d'agostino,nurse practitioner,15,70
jillian,ciocchetti,general surgery,20,74
arzu,karaman gonulalan,internal medicine,16,70
meagan,guenther,certified registered nurse anesthetist (crna),35,69
theresa,passler,certified registered nurse anesthetist (crna),18,75
katherine,fay,general surgery,26,72
nicholas,meier,emergency medicine,19,71
neetu,gupta,obstetrics & gynecology,27,66
elizabeth,geiger,nurse practitioner,28,77
frances-lynn,jones,optometry,29,70
andrew,west,anesthesiology,24,74
krystle,millikan,physician assistant,17,73
curtis,lachowiez,internal medicine,24,71
kathryn,king,orthopedic surgery,29,68
kimberly,rausch,certified registered nurse anesthetist (crna),24,73
joshua,waynick,physician assistant,14,70
sara,wiswell,obstetrics & gynecology,41,67
allison,morgan,physician assistant,21,69
allison,collings,nurse practitioner,17,69
ali,akram,internal medicine,20,66
michelle,rengarajan,endocrinology,23,69
dennis,yu,optometry,36,70
caitlin,durr,obstetrics & gynecology,27,67
regan,kessler,physician assistant,28,70
jorge,rico,nurse practitioner,17,78
ellen,van norman,optometry,42,70
kelli,worthing,occupational therapist in private practice,15,72
stella,chung,ophthalmology,16,68
janis,morin,physician assistant,25,76
kaili,warnock,physical therapist in private practice,38,75
brian,jasper,physician assistant,29,70
jordan,winters,physical therapist in private practice,34,71
kristin,launikitis,nurse practitioner,16,70
kayla,reiser,nurse practitioner,19,75
julia,colling,physician assistant,25,63
cody,pigon,nurse practitioner,19,73
sara,lofton,physical therapist in private practice,41,74
mohamed,elkasaby,neurology,16,76
jennifer,goldblatt,nurse practitioner,36,59
virginia,mcneill,nurse practitioner,15,65
shelby,jueneman,optometry,20,74
christopher,baker,physical therapist in private practice,21,73
clayton,rhodes,optometry,28,77
scot,sallaway,physician assistant,30,65
jeffrey,andal,internal medicine,15,64
jill,mhyre,anesthesiology,13,61
steven,carter,chiropractic,19,74
michelle,buseman,chiropractic,37,64
robert,cole,family practice,20,73
donna,hillsgrove,optometry,45,74
matthias,kirsch,interventional radiology,17,69
tucker,ford,chiropractic,28,72
keith,watson,optometry,28,64
diane,johnston,certified registered nurse anesthetist (crna),22,66
